Month,Year,Postcode,# of Bonds 
August,2018,2325,101
August,2018,2326,16
August,2018,2327,34
August,2018,2328,5
August,2018,2329,7
August,2018,2330,58
August,2018,2333,75
August,2018,2334,4
August,2018,2335,18
August,2018,2336,8
August,2018,2337,13
August,2018,2338,1
August,2018,2340,189
August,2018,2341,6
August,2018,2342,1
August,2018,2343,15
August,2018,2345,1
August,2018,2346,4
August,2018,2347,2
August,2018,2350,99
August,2018,2352,9
August,2018,2353,1
August,2018,2354,6
August,2018,2355,1
August,2018,2357,9
August,2018,2358,9
August,2018,2359,1
August,2018,2360,64
August,2018,2365,4
August,2018,2369,1
August,2018,2370,27
August,2018,2371,2
August,2018,2372,15
August,2018,2380,52
August,2018,2381,3
August,2018,2382,6
August,2018,2388,4
August,2018,2390,54
August,2018,2398,1
August,2018,2399,1
August,2018,2400,67
August,2018,2401,1
August,2018,2402,2
August,2018,2404,1
August,2018,2406,1
August,2018,2408,1
August,2018,2409,1
August,2018,2420,13
August,2018,2421,1
August,2018,2422,12
August,2018,2423,4
August,2018,2425,4
August,2018,2426,1
August,2018,2427,12
August,2018,2428,101
August,2018,2429,15
August,2018,2430,127
August,2018,2431,18
August,2018,2439,7
August,2018,2440,57
August,2018,2441,12
August,2018,2443,37
August,2018,2444,261
August,2018,2445,19
August,2018,2446,31
August,2018,2447,19
August,2018,2448,30
August,2018,2449,1
August,2018,2450,196
August,2018,2452,46
August,2018,2453,6
August,2018,2454,22
August,2018,2455,7
August,2018,2456,53
August,2018,2460,83
August,2018,2462,9
August,2018,2463,28
August,2018,2464,40
August,2018,2465,1
August,2018,2466,3
August,2018,2469,3
August,2018,2470,46
August,2018,2471,2
August,2018,2472,6
August,2018,2473,16
August,2018,2474,20
August,2018,2476,1
August,2018,2477,31
August,2018,2478,88
August,2018,2479,15
August,2018,2480,132
August,2018,2481,61
August,2018,2482,23
August,2018,2483,35
August,2018,2484,45
August,2018,2485,87
August,2018,2486,68
August,2018,2487,62
August,2018,2488,6
August,2018,2489,26
August,2018,2490,1
August,2018,2500,257
August,2018,2502,37
August,2018,2505,22
August,2018,2506,10
August,2018,2508,15
August,2018,2515,36
August,2018,2516,12
August,2018,2517,28
August,2018,2518,56
August,2018,2519,45
August,2018,2525,24
August,2018,2526,25
August,2018,2527,49
August,2018,2528,64
August,2018,2529,73
August,2018,2530,56
August,2018,2533,45
August,2018,2534,6
August,2018,2535,12
August,2018,2536,82
August,2018,2537,22
August,2018,2538,3
August,2018,2539,48
August,2018,2540,111
August,2018,2541,120
August,2018,2545,1
August,2018,2546,26
August,2018,2548,42
August,2018,2549,9
August,2018,2550,32
August,2018,2551,12
August,2018,2556,3
August,2018,2557,49
August,2018,2558,15
August,2018,2559,2
August,2018,2560,230
August,2018,2564,27
August,2018,2565,71
August,2018,2566,48
August,2018,2567,72
August,2018,2568,1
August,2018,2569,1
August,2018,2570,177
August,2018,2571,25
August,2018,2572,7
August,2018,2573,19
August,2018,2574,9
August,2018,2575,38
August,2018,2576,38
August,2018,2577,39
August,2018,2578,7
August,2018,2579,1
August,2018,2580,86
August,2018,2582,16
August,2018,2583,7
August,2018,2586,12
August,2018,2587,1
August,2018,2590,20
August,2018,2594,57
August,2018,2619,15
August,2018,2620,155
August,2018,2621,10
August,2018,2622,4
August,2018,2623,1
August,2018,2627,7
August,2018,2628,3
August,2018,2630,28
August,2018,2632,3
August,2018,2640,180
August,2018,2641,70
August,2018,2642,4
August,2018,2643,9
August,2018,2644,4
August,2018,2646,19
August,2018,2647,5
August,2018,2648,4
August,2018,2650,276
August,2018,2651,11
August,2018,2652,7
August,2018,2653,9
August,2018,2655,1
August,2018,2656,4
August,2018,2658,8
August,2018,2659,1
August,2018,2660,4
August,2018,2663,13
August,2018,2665,2
August,2018,2666,13
August,2018,2671,8
August,2018,2672,2
August,2018,2675,2
August,2018,2680,69
August,2018,2681,3
August,2018,2700,14
August,2018,2701,1
August,2018,2703,3
August,2018,2705,36
August,2018,2706,2
August,2018,2710,30
August,2018,2711,5
August,2018,2712,3
August,2018,2713,8
August,2018,2714,9
August,2018,2715,4
August,2018,2716,2
August,2018,2717,1
August,2018,2720,24
August,2018,2721,1
August,2018,2722,6
August,2018,2729,5
August,2018,2731,20
August,2018,2732,3
August,2018,2736,1
August,2018,2738,4
August,2018,2739,12
August,2018,2745,66
August,2018,2747,233
August,2018,2748,2
August,2018,2749,40
August,2018,2750,252
August,2018,2752,7
August,2018,2753,49
August,2018,2754,18
August,2018,2756,96
August,2018,2757,2
August,2018,2758,8
August,2018,2759,57
August,2018,2760,193
August,2018,2761,68
August,2018,2762,87
August,2018,2763,80
August,2018,2765,116
August,2018,2766,45
August,2018,2767,36
August,2018,2768,43
August,2018,2769,41
August,2018,2770,188
August,2018,2773,5
August,2018,2774,23
August,2018,2775,5
August,2018,2777,43
August,2018,2778,2
August,2018,2779,5
August,2018,2780,59
August,2018,2782,12
August,2018,2783,6
August,2018,2784,3
August,2018,2785,11
August,2018,2786,3
August,2018,2787,12
August,2018,2790,44
August,2018,2793,2
August,2018,2794,19
August,2018,2795,121
August,2018,2798,1
August,2018,2799,6
August,2018,2800,185
August,2018,2804,4
August,2018,2807,1
August,2018,2810,5
August,2018,2818,1
August,2018,2820,21
August,2018,2821,16
August,2018,2823,1
August,2018,2824,10
August,2018,2825,6
August,2018,2827,12
August,2018,2829,6
August,2018,2830,188
August,2018,2832,5
August,2018,2833,3
August,2018,2834,4
August,2018,2835,33
August,2018,2839,3
August,2018,2840,10
August,2018,2842,1
August,2018,2843,2
August,2018,2844,4
August,2018,2845,1
August,2018,2846,1
August,2018,2847,1
August,2018,2848,9
August,2018,2849,2
August,2018,2850,77
August,2018,2852,17
August,2018,2865,2
August,2018,2866,3
August,2018,2867,1
August,2018,2869,2
August,2018,2870,43
August,2018,2871,21
August,2018,2877,7
August,2018,2878,1
August,2018,2880,49
August,2019,2000,651
August,2019,2007,106
August,2019,2008,296
August,2019,2009,125
August,2019,2010,365
August,2019,2011,357
August,2019,2015,109
August,2019,2016,201
August,2019,2017,478
August,2019,2018,146
August,2019,2019,71
August,2019,2020,219
August,2019,2021,142
August,2019,2022,117
August,2019,2023,52
August,2019,2024,73
August,2019,2025,39
August,2019,2026,358
August,2019,2027,46
August,2019,2028,44
August,2019,2029,65
August,2019,2030,50
August,2019,2031,258
August,2019,2032,114
August,2019,2033,110
August,2019,2034,184
August,2019,2035,220
August,2019,2036,143
August,2019,2037,165
August,2019,2038,65
August,2019,2039,60
August,2019,2040,133
August,2019,2041,86
August,2019,2042,190
August,2019,2043,80
August,2019,2044,40
August,2019,2045,24
August,2019,2046,98
August,2019,2047,65
August,2019,2048,58
August,2019,2049,98
August,2019,2050,99
August,2019,2060,175
August,2019,2061,74
August,2019,2062,54
August,2019,2063,25
August,2019,2064,50
August,2019,2065,240
August,2019,2066,166
August,2019,2067,236
August,2019,2068,48
August,2019,2069,40
August,2019,2070,39
August,2019,2071,34
August,2019,2072,38
August,2019,2073,45
August,2019,2074,44
August,2019,2075,38
August,2019,2076,42
August,2019,2077,215
August,2019,2079,16
August,2019,2080,1
August,2019,2081,7
August,2019,2082,9
August,2019,2083,2
August,2019,2084,4
August,2019,2085,14
August,2019,2086,24
August,2019,2087,24
August,2019,2088,166
August,2019,2089,115
August,2019,2090,88
August,2019,2092,25
August,2019,2093,93
August,2019,2094,39
August,2019,2095,175
August,2019,2096,73
August,2019,2097,44
August,2019,2099,177
August,2019,2100,66
August,2019,2101,54
August,2019,2102,23
August,2019,2103,30
August,2019,2104,5
August,2019,2105,3
August,2019,2106,28
August,2019,2107,40
August,2019,2108,5
August,2019,2110,17
August,2019,2111,58
August,2019,2112,253
August,2019,2113,185
August,2019,2114,139
August,2019,2115,39
August,2019,2116,22
August,2019,2117,80
August,2019,2118,106
August,2019,2119,22
August,2019,2120,39
August,2019,2121,219
August,2019,2122,127
August,2019,2125,30
August,2019,2126,34
August,2019,2127,266
August,2019,2128,16
August,2019,2130,49
August,2019,2131,157
August,2019,2132,34
August,2019,2133,31
August,2019,2134,124
August,2019,2135,121
August,2019,2136,21
August,2019,2137,105
August,2019,2138,191
August,2019,2140,217
August,2019,2141,145
August,2019,2142,213
August,2019,2143,27
August,2019,2144,146
August,2019,2145,447
August,2019,2146,72
August,2019,2147,116
August,2019,2148,277
August,2019,2150,347
August,2019,2151,107
August,2019,2152,51
August,2019,2153,175
August,2019,2154,92
August,2019,2155,232
August,2019,2156,14
August,2019,2157,5
August,2019,2158,15
August,2019,2159,4
August,2019,2160,198
August,2019,2161,116
August,2019,2162,37
August,2019,2163,29
August,2019,2164,41
August,2019,2165,168
August,2019,2166,130
August,2019,2167,34
August,2019,2168,81
August,2019,2170,505
August,2019,2171,70
August,2019,2172,1
August,2019,2173,39
August,2019,2174,46
August,2019,2175,1
August,2019,2176,38
August,2019,2177,26
August,2019,2178,3
August,2019,2179,38
August,2019,2190,39
August,2019,2191,7
August,2019,2192,51
August,2019,2193,81
August,2019,2194,135
August,2019,2195,132
August,2019,2196,101
August,2019,2197,18
August,2019,2198,20
August,2019,2199,59
August,2019,2200,158
August,2019,2203,104
August,2019,2204,208
August,2019,2205,200
August,2019,2206,51
August,2019,2207,75
August,2019,2208,31
August,2019,2209,57
August,2019,2210,94
August,2019,2211,45
August,2019,2212,34
August,2019,2213,50
August,2019,2214,5
August,2019,2216,168
August,2019,2217,153
August,2019,2218,72
August,2019,2219,47
August,2019,2220,186
August,2019,2221,30
August,2019,2222,43
August,2019,2223,66
August,2019,2224,34
August,2019,2225,7
August,2019,2226,22
August,2019,2227,45
August,2019,2228,112
August,2019,2229,93
August,2019,2230,195
August,2019,2231,3
August,2019,2232,125
August,2019,2233,27
August,2019,2234,36
August,2019,2250,255
August,2019,2251,71
August,2019,2256,69
August,2019,2257,146
August,2019,2258,7
August,2019,2259,227
August,2019,2260,98
August,2019,2261,196
August,2019,2262,76
August,2019,2263,96
August,2019,2264,54
August,2019,2265,22
August,2019,2267,8
August,2019,2278,3
August,2019,2280,65
August,2019,2281,29
August,2019,2282,31
August,2019,2283,48
August,2019,2284,48
August,2019,2285,92
August,2019,2286,10
August,2019,2287,153
August,2019,2289,75
August,2019,2290,94
August,2019,2291,53
August,2019,2292,15
August,2019,2293,26
August,2019,2294,12
August,2019,2295,29
August,2019,2296,19
August,2019,2297,10
August,2019,2298,68
August,2019,2299,78
August,2019,2300,138
August,2019,2301,1
August,2019,2302,20
August,2019,2303,36
August,2019,2304,91
August,2019,2305,28
August,2019,2306,10
August,2019,2307,18
August,2019,2312,3
August,2019,2315,65
August,2019,2316,6
August,2019,2317,7
August,2019,2318,27
August,2019,2319,26
August,2019,2320,102
August,2019,2321,64
August,2019,2322,78
August,2019,2323,62
August,2019,2324,71
August,2019,2325,94
August,2019,2326,12
August,2019,2327,29
August,2019,2328,11
August,2019,2329,3
August,2019,2330,71
August,2019,2333,120
August,2019,2334,3
August,2019,2335,19
August,2019,2336,5
August,2019,2337,36
August,2019,2338,4
August,2019,2339,1
August,2019,2340,207
August,2019,2341,6
August,2019,2342,1
August,2019,2343,10
August,2019,2346,7
August,2019,2347,4
August,2019,2350,112
August,2019,2352,6
August,2019,2354,2
August,2019,2357,9
August,2019,2358,11
August,2019,2360,50
August,2019,2365,7
August,2019,2369,1
August,2019,2370,26
August,2019,2371,1
August,2019,2372,11
August,2019,2380,52
August,2019,2381,5
August,2019,2382,9
August,2019,2388,4
August,2019,2390,30
August,2019,2395,1
August,2019,2399,1
August,2019,2400,43
August,2019,2402,9
August,2019,2404,1
August,2019,2406,2
August,2019,2409,2
August,2019,2420,7
August,2019,2422,19
August,2019,2423,5
August,2019,2425,3
August,2019,2427,10
August,2019,2428,105
August,2019,2429,13
August,2019,2430,114
August,2019,2431,17
August,2019,2439,5
August,2019,2440,55
August,2019,2441,3
August,2019,2443,29
August,2019,2444,243
August,2019,2445,26
August,2019,2446,26
August,2019,2447,22
August,2019,2448,53
August,2019,2449,1
August,2019,2450,152
August,2019,2452,42
August,2019,2453,7
August,2019,2454,24
August,2019,2455,15
August,2019,2456,43
August,2019,2460,71
August,2019,2462,5
August,2019,2463,28
August,2019,2464,43
August,2019,2466,11
August,2019,2469,5
August,2019,2470,40
August,2019,2471,5
August,2019,2472,1
August,2019,2473,10
August,2019,2474,12
August,2019,2475,1
August,2019,2477,20
August,2019,2478,125
August,2019,2479,19
August,2019,2480,108
August,2019,2481,78
August,2019,2482,23
August,2019,2483,39
August,2019,2484,56
August,2019,2485,86
August,2019,2486,68
August,2019,2487,50
August,2019,2488,8
August,2019,2489,25
August,2019,2490,2
August,2019,2500,305
August,2019,2502,42
August,2019,2505,20
August,2019,2506,10
August,2019,2508,10
August,2019,2515,28
August,2019,2516,10
August,2019,2517,27
August,2019,2518,62
August,2019,2519,49
August,2019,2520,1
August,2019,2525,23
August,2019,2526,15
August,2019,2527,52
August,2019,2528,65
August,2019,2529,79
August,2019,2530,74
August,2019,2533,49
August,2019,2534,15
August,2019,2535,11
August,2019,2536,66
August,2019,2537,25
August,2019,2538,6
August,2019,2539,58
August,2019,2540,121
August,2019,2541,117
August,2019,2545,2
August,2019,2546,22
August,2019,2548,36
August,2019,2549,8
August,2019,2550,35
August,2019,2551,8
August,2019,2556,2
August,2019,2557,72
August,2019,2558,15
August,2019,2559,5
August,2019,2560,291
August,2019,2564,20
August,2019,2565,87
August,2019,2566,55
August,2019,2567,75
August,2019,2570,191
August,2019,2571,21
August,2019,2572,5
August,2019,2573,20
August,2019,2574,10
August,2019,2575,57
August,2019,2576,37
August,2019,2577,42
August,2019,2578,4
August,2019,2579,8
August,2019,2580,77
August,2019,2581,1
August,2019,2582,14
August,2019,2583,7
August,2019,2586,7
August,2019,2587,4
August,2019,2588,1
August,2019,2590,16
August,2019,2594,60
August,2019,2619,13
August,2019,2620,143
August,2019,2621,12
August,2019,2622,10
August,2019,2627,8
August,2019,2628,2
August,2019,2630,34
August,2019,2631,2
August,2019,2632,3
August,2019,2640,134
August,2019,2641,69
August,2019,2642,3
August,2019,2643,10
August,2019,2644,5
August,2019,2646,16
August,2019,2647,3
August,2019,2648,8
August,2019,2650,236
August,2019,2651,6
August,2019,2652,2
August,2019,2653,13
August,2019,2655,2
August,2019,2656,1
August,2019,2658,2
August,2019,2660,2
August,2019,2663,15
August,2019,2665,1
August,2019,2666,9
August,2019,2671,6
August,2019,2672,3
August,2019,2675,2
August,2019,2680,68
August,2019,2681,3
August,2019,2700,18
August,2019,2701,5
August,2019,2702,1
August,2019,2703,1
August,2019,2705,18
August,2019,2706,3
August,2019,2707,1
August,2019,2710,39
August,2019,2711,5
August,2019,2712,4
August,2019,2713,6
August,2019,2714,7
August,2019,2715,3
August,2019,2716,2
August,2019,2717,2
August,2019,2720,20
August,2019,2722,5
August,2019,2729,2
August,2019,2730,1
August,2019,2731,13
August,2019,2732,6
August,2019,2736,1
August,2019,2738,3
August,2019,2739,7
August,2019,2745,64
August,2019,2747,221
August,2019,2748,4
August,2019,2749,41
August,2019,2750,279
August,2019,2752,17
August,2019,2753,41
August,2019,2754,19
August,2019,2756,83
August,2019,2757,2
August,2019,2758,9
August,2019,2759,50
August,2019,2760,168
August,2019,2761,66
August,2019,2762,93
August,2019,2763,78
August,2019,2765,145
August,2019,2766,39
August,2019,2767,48
August,2019,2768,56
August,2019,2769,60
August,2019,2770,190
August,2019,2773,8
August,2019,2774,15
August,2019,2775,2
August,2019,2776,8
August,2019,2777,31
August,2019,2778,1
August,2019,2779,5
August,2019,2780,50
August,2019,2782,10
August,2019,2783,10
August,2019,2784,2
August,2019,2785,7
August,2019,2786,3
August,2019,2787,17
August,2019,2790,44
August,2019,2794,19
August,2019,2795,141
August,2019,2799,14
August,2019,2800,165
August,2019,2804,4
August,2019,2806,2
August,2019,2807,2
August,2019,2810,7
August,2019,2820,26
August,2019,2821,12
August,2019,2823,1
August,2019,2824,7
August,2019,2825,3
August,2019,2827,11
August,2019,2828,1
August,2019,2829,8
August,2019,2830,181
August,2019,2831,3
August,2019,2832,3
August,2019,2834,6
August,2019,2835,17
August,2019,2836,1
August,2019,2839,4
August,2019,2840,5
August,2019,2842,1
August,2019,2843,4
August,2019,2844,2
August,2019,2845,4
August,2019,2846,1
August,2019,2847,6
August,2019,2848,7
August,2019,2849,4
August,2019,2850,70
August,2019,2852,6
August,2019,2864,1
August,2019,2866,7
August,2019,2867,1
August,2019,2870,42
August,2019,2871,27
August,2019,2877,15
August,2019,2879,1
August,2019,2880,98
August,2020,2000,688
August,2020,2007,130
August,2020,2008,286
August,2020,2009,183
August,2020,2010,408
August,2020,2011,353
August,2020,2015,119
August,2020,2016,117
August,2020,2017,649
August,2020,2018,225
August,2020,2019,57
August,2020,2020,292
August,2020,2021,154
August,2020,2022,188
August,2020,2023,59
August,2020,2024,76
August,2020,2025,46
August,2020,2026,385
August,2020,2027,67
August,2020,2028,47
August,2020,2029,65
August,2020,2030,45
August,2020,2031,299
August,2020,2032,130
August,2020,2033,110
August,2020,2034,198
August,2020,2035,196
August,2020,2036,176
August,2020,2037,216
August,2020,2038,68
August,2020,2039,51
August,2020,2040,164
August,2020,2041,93
August,2020,2042,218
August,2020,2043,94
August,2020,2044,64
August,2020,2045,12
August,2020,2046,101
August,2020,2047,70
August,2020,2048,71
August,2020,2049,99
August,2020,2050,142
August,2020,2060,197
August,2020,2061,75
August,2020,2062,37
August,2020,2063,19
August,2020,2064,65
August,2020,2065,290
August,2020,2066,166
August,2020,2067,215
August,2020,2068,33
August,2020,2069,27
August,2020,2070,34
August,2020,2071,42
August,2020,2072,58
August,2020,2073,30
August,2020,2074,46
August,2020,2075,48
August,2020,2076,40
August,2020,2077,231
August,2020,2079,20
August,2020,2080,2
August,2020,2081,6
August,2020,2082,4
August,2020,2083,6
August,2020,2084,3
August,2020,2085,6
August,2020,2086,22
August,2020,2087,26
August,2020,2088,157
August,2020,2089,125
August,2020,2090,106
August,2020,2092,11
August,2020,2093,69
August,2020,2094,27
August,2020,2095,170
August,2020,2096,91
August,2020,2097,33
August,2020,2099,150
August,2020,2100,41
August,2020,2101,37
August,2020,2102,13
August,2020,2103,24
August,2020,2104,5
August,2020,2105,3
August,2020,2106,17
August,2020,2107,32
August,2020,2108,3
August,2020,2110,14
August,2020,2111,82
August,2020,2112,243
August,2020,2113,284
August,2020,2114,232
August,2020,2115,40
August,2020,2116,26
August,2020,2117,77
August,2020,2118,109
August,2020,2119,16
August,2020,2120,41
August,2020,2121,193
August,2020,2122,151
August,2020,2125,17
August,2020,2126,22
August,2020,2127,324
August,2020,2128,16
August,2020,2130,73
August,2020,2131,200
August,2020,2132,34
August,2020,2133,40
August,2020,2134,209
August,2020,2135,244
August,2020,2136,20
August,2020,2137,121
August,2020,2138,196
August,2020,2140,210
August,2020,2141,157
August,2020,2142,170
August,2020,2143,26
August,2020,2144,195
August,2020,2145,369
August,2020,2146,62
August,2020,2147,77
August,2020,2148,248
August,2020,2150,465
August,2020,2151,119
August,2020,2152,49
August,2020,2153,154
August,2020,2154,79
August,2020,2155,235
August,2020,2156,8
August,2020,2157,6
August,2020,2158,12
August,2020,2159,5
August,2020,2160,146
August,2020,2161,120
August,2020,2162,44
August,2020,2163,31
August,2020,2164,43
August,2020,2165,111
August,2020,2166,132
August,2020,2167,25
August,2020,2168,68
August,2020,2170,468
August,2020,2171,44
August,2020,2172,2
August,2020,2173,14
August,2020,2174,50
August,2020,2175,2
August,2020,2176,54
August,2020,2177,16
August,2020,2178,6
August,2020,2179,33
August,2020,2190,26
August,2020,2191,10
August,2020,2192,57
August,2020,2193,89
August,2020,2194,189
August,2020,2195,163
August,2020,2196,88
August,2020,2197,30
August,2020,2198,16
August,2020,2199,49
August,2020,2200,180
August,2020,2203,111
August,2020,2204,159
August,2020,2205,283
August,2020,2206,35
August,2020,2207,71
August,2020,2208,15
August,2020,2209,44
August,2020,2210,67
August,2020,2211,33
August,2020,2212,43
August,2020,2213,39
August,2020,2214,3
August,2020,2216,192
August,2020,2217,167
August,2020,2218,76
August,2020,2219,38
August,2020,2220,185
August,2020,2221,24
August,2020,2222,45
August,2020,2223,58
August,2020,2224,23
August,2020,2225,4
August,2020,2226,17
August,2020,2227,49
August,2020,2228,57
August,2020,2229,81
August,2020,2230,203
August,2020,2231,3
August,2020,2232,119
August,2020,2233,37
August,2020,2234,19
August,2020,2250,236
August,2020,2251,54
August,2020,2256,52
August,2020,2257,117
August,2020,2258,6
August,2020,2259,158
August,2020,2260,67
August,2020,2261,142
August,2020,2262,50
August,2020,2263,76
August,2020,2264,41
August,2020,2265,18
August,2020,2267,2
August,2020,2280,45
August,2020,2281,25
August,2020,2282,31
August,2020,2283,38
August,2020,2284,35
August,2020,2285,63
August,2020,2286,5
August,2020,2287,96
August,2020,2289,44
August,2020,2290,61
August,2020,2291,41
August,2020,2292,20
August,2020,2293,24
August,2020,2294,9
August,2020,2295,19
August,2020,2296,11
August,2020,2297,10
August,2020,2298,64
August,2020,2299,52
August,2020,2300,176
August,2020,2302,15
August,2020,2303,34
August,2020,2304,65
August,2020,2305,25
August,2020,2306,2
August,2020,2307,18
August,2020,2312,1
August,2020,2315,59
August,2020,2316,13
August,2020,2317,18
August,2020,2318,12
August,2020,2319,12
August,2020,2320,111
August,2020,2321,52
August,2020,2322,48
August,2020,2323,82
August,2020,2324,53
August,2020,2325,59
August,2020,2326,13
August,2020,2327,24
August,2020,2328,6
August,2020,2329,6
August,2020,2330,49
August,2020,2333,58
August,2020,2334,6
August,2020,2335,17
August,2020,2336,9
August,2020,2337,13
August,2020,2338,4
August,2020,2340,255
August,2020,2341,3
August,2020,2343,10
August,2020,2346,4
August,2020,2350,130
August,2020,2352,9
August,2020,2354,6
August,2020,2357,11
August,2020,2358,9
August,2020,2359,1
August,2020,2360,51
August,2020,2365,14
August,2020,2370,32
August,2020,2372,22
August,2020,2380,37
August,2020,2381,1
August,2020,2382,5
August,2020,2388,7
August,2020,2390,29
August,2020,2396,1
August,2020,2400,60
August,2020,2402,6
August,2020,2403,1
August,2020,2404,4
August,2020,2406,4
August,2020,2408,1
August,2020,2409,2
August,2020,2420,5
August,2020,2421,2
August,2020,2422,18
August,2020,2423,5
August,2020,2425,4
August,2020,2427,6
August,2020,2428,73
August,2020,2429,15
August,2020,2430,96
August,2020,2431,19
August,2020,2439,2
August,2020,2440,50
August,2020,2441,7
August,2020,2443,15
August,2020,2444,163
August,2020,2445,21
August,2020,2446,28
August,2020,2447,20
August,2020,2448,29
August,2020,2449,3
August,2020,2450,144
August,2020,2452,32
August,2020,2453,9
August,2020,2454,11
August,2020,2455,8
August,2020,2456,41
August,2020,2460,105
August,2020,2462,7
August,2020,2463,22
August,2020,2464,38
August,2020,2465,2
August,2020,2466,9
August,2020,2469,2
August,2020,2470,31
August,2020,2471,1
August,2020,2472,6
August,2020,2473,20
August,2020,2474,16
August,2020,2475,2
August,2020,2477,20
August,2020,2478,86
August,2020,2479,14
August,2020,2480,112
August,2020,2481,99
August,2020,2482,18
August,2020,2483,30
August,2020,2484,26
August,2020,2485,71
August,2020,2486,53
August,2020,2487,61
August,2020,2488,4
August,2020,2489,10
August,2020,2490,2
August,2020,2500,324
August,2020,2502,32
August,2020,2505,16
August,2020,2506,8
August,2020,2508,13
August,2020,2515,23
August,2020,2516,12
August,2020,2517,26
August,2020,2518,61
August,2020,2519,44
August,2020,2525,18
August,2020,2526,31
August,2020,2527,55
August,2020,2528,72
August,2020,2529,62
August,2020,2530,43
August,2020,2533,44
August,2020,2534,14
August,2020,2535,16
August,2020,2536,54
August,2020,2537,20
August,2020,2538,3
August,2020,2539,38
August,2020,2540,95
August,2020,2541,111
August,2020,2546,20
August,2020,2548,22
August,2020,2549,9
August,2020,2550,19
August,2020,2551,6
August,2020,2556,2
August,2020,2557,58
August,2020,2558,14
August,2020,2559,13
August,2020,2560,241
August,2020,2563,1
August,2020,2564,20
August,2020,2565,99
August,2020,2566,51
August,2020,2567,50
August,2020,2570,141
August,2020,2571,23
August,2020,2572,22
August,2020,2573,24
August,2020,2574,9
August,2020,2575,47
August,2020,2576,40
August,2020,2577,34
August,2020,2578,4
August,2020,2579,7
August,2020,2580,72
August,2020,2581,1
August,2020,2582,18
August,2020,2583,5
August,2020,2585,1
August,2020,2586,2
August,2020,2587,11
August,2020,2590,21
August,2020,2594,36
August,2020,2619,12
August,2020,2620,111
August,2020,2621,4
August,2020,2622,6
August,2020,2623,1
August,2020,2625,1
August,2020,2627,9
August,2020,2628,8
August,2020,2630,34
August,2020,2631,2
August,2020,2632,3
August,2020,2640,150
August,2020,2641,42
August,2020,2642,4
August,2020,2643,2
August,2020,2644,1
August,2020,2646,12
August,2020,2647,8
August,2020,2648,2
August,2020,2650,219
August,2020,2651,9
August,2020,2652,2
August,2020,2653,7
August,2020,2655,1
August,2020,2656,4
August,2020,2658,3
August,2020,2660,1
August,2020,2663,15
August,2020,2666,15
August,2020,2671,9
August,2020,2672,7
August,2020,2675,1
August,2020,2680,60
August,2020,2681,5
August,2020,2700,19
August,2020,2701,3
August,2020,2703,4
August,2020,2705,34
August,2020,2706,1
August,2020,2707,2
August,2020,2710,29
August,2020,2711,5
August,2020,2712,3
August,2020,2713,5
August,2020,2714,3
August,2020,2715,4
August,2020,2716,1
August,2020,2717,1
August,2020,2720,13
August,2020,2722,10
August,2020,2725,1
August,2020,2729,1
August,2020,2730,2
August,2020,2731,15
August,2020,2732,2
August,2020,2733,1
August,2020,2736,1
August,2020,2738,3
August,2020,2739,8
August,2020,2745,56
August,2020,2747,240
August,2020,2749,30
August,2020,2750,270
August,2020,2752,5
August,2020,2753,44
August,2020,2754,18
August,2020,2756,73
August,2020,2757,3
August,2020,2758,6
August,2020,2759,35
August,2020,2760,191
August,2020,2761,44
August,2020,2762,73
August,2020,2763,78
August,2020,2765,121
August,2020,2766,33
August,2020,2767,33
August,2020,2768,47
August,2020,2769,25
August,2020,2770,191
August,2020,2773,6
August,2020,2774,18
August,2020,2775,2
August,2020,2776,5
August,2020,2777,27
August,2020,2778,1
August,2020,2779,9
August,2020,2780,61
August,2020,2782,11
August,2020,2783,1
August,2020,2784,3
August,2020,2785,15
August,2020,2786,3
August,2020,2787,13
August,2020,2790,36
August,2020,2794,29
August,2020,2795,149
August,2020,2798,4
August,2020,2799,10
August,2020,2800,143
August,2020,2804,5
August,2020,2806,1
August,2020,2807,1
August,2020,2810,2
August,2020,2820,33
August,2020,2821,2
August,2020,2823,3
August,2020,2824,8
August,2020,2825,7
August,2020,2827,6
August,2020,2828,2
August,2020,2829,10
August,2020,2830,137
August,2020,2831,1
August,2020,2832,2
August,2020,2834,5
August,2020,2835,24
August,2020,2836,1
August,2020,2839,2
August,2020,2840,7
August,2020,2845,1
August,2020,2847,1
August,2020,2848,6
August,2020,2850,61
August,2020,2852,11
August,2020,2866,4
August,2020,2867,1
August,2020,2869,4
August,2020,2870,33
August,2020,2871,20
August,2020,2877,10
August,2020,2879,2
August,2020,2880,42
December,2018,2000,333
December,2018,2007,122
December,2018,2008,336
December,2018,2009,97
December,2018,2010,261
December,2018,2011,216
December,2018,2015,66
December,2018,2016,178
December,2018,2017,270
December,2018,2018,129
December,2018,2019,44
December,2018,2020,147
December,2018,2021,102
December,2018,2022,77
December,2018,2023,28
December,2018,2024,38
December,2018,2025,32
December,2018,2026,193
December,2018,2027,46
December,2018,2028,28
December,2018,2029,50
December,2018,2030,33
December,2018,2031,167
December,2018,2032,99
December,2018,2033,69
December,2018,2034,100
December,2018,2035,153
December,2018,2036,151
December,2018,2037,157
December,2018,2038,46
December,2018,2039,44
December,2018,2040,90
December,2018,2041,70
December,2018,2042,140
December,2018,2043,68
December,2018,2044,45
December,2018,2045,11
December,2018,2046,92
December,2018,2047,54
December,2018,2048,40
