POSTCODE,SA2_NAME_2011
3197,Carrum - Patterson Lakes
3197,Seaford (Vic.)
3198,Seaford (Vic.)
3199,Frankston
3199,Frankston North
3199,Frankston South
3200,Frankston North
3201,Carrum Downs
3201,Seaford (Vic.)
3202,Moorabbin - Heatherton
3204,Bentleigh - McKinnon
3204,Bentleigh East
3204,Ormond - Glen Huntly
3205,South Melbourne
3206,Albert Park
3206,South Melbourne
3206,St Kilda
3207,Docklands
3207,Port Melbourne
3207,Port Melbourne Industrial
3211,Lara
3211,Werribee
3212,Lara
3214,Corio - Norlane
3215,Geelong
3215,Geelong West - Hamlyn Heights
3215,North Geelong - Bell Park
3216,Winchelsea
3216,Belmont
3216,Grovedale
3216,Highton
3216,Torquay
3217,Highton
3218,Geelong West - Hamlyn Heights
3219,Geelong
3219,Newcomb - Moolap
3220,Geelong
3220,Newtown (Vic.)
3221,Bannockburn
3221,Golden Plains - South
3221,Winchelsea
3221,Corio - Norlane
3221,Geelong West - Hamlyn Heights
3221,Highton
3221,Lara
3221,Newcomb - Moolap
3221,North Geelong - Bell Park
3221,Ocean Grove - Barwon Heads
3221,Portarlington
3221,Otway
3222,Leopold
3222,Clifton Springs
3222,Ocean Grove - Barwon Heads
3222,Queenscliff
3223,Portarlington
3224,Leopold
3225,Queenscliff
3226,Ocean Grove - Barwon Heads
3227,Ocean Grove - Barwon Heads
3228,Torquay
3230,Lorne - Anglesea
3231,Lorne - Anglesea
3232,Lorne - Anglesea
3233,Otway
3235,Winchelsea
3235,Lorne - Anglesea
3235,Colac Region
3236,Colac Region
3236,Otway
3237,Corangamite - South
3237,Otway
3238,Otway
3239,Corangamite - South
3239,Otway
3240,Winchelsea
3241,Winchelsea
3241,Lorne - Anglesea
3241,Colac Region
3242,Winchelsea
3242,Colac Region
3243,Colac Region
3249,Colac Region
3249,Corangamite - South
3249,Otway
3250,Colac
3250,Colac Region
3251,Colac Region
3251,Corangamite - North
3254,Colac Region
3260,Camperdown
3260,Colac Region
3260,Corangamite - North
3260,Corangamite - South
3264,Corangamite - North
3265,Corangamite - North
3265,Corangamite - South
3265,Moyne - East
3266,Colac Region
3266,Corangamite - North
3266,Corangamite - South
3266,Otway
3267,Corangamite - South
3268,Corangamite - South
3268,Moyne - East
3269,Corangamite - South
3270,Corangamite - South
3270,Moyne - East
3271,Ararat Region
3271,Corangamite - North
3271,Moyne - East
3272,Ararat Region
3272,Moyne - East
3273,Moyne - East
3274,Moyne - East
3275,Moyne - West
3275,Warrnambool - North
3276,Moyne - East
3277,Moyne - East
3277,Warrnambool - South
3278,Moyne - East
3279,Moyne - East
3280,Warrnambool - North
3280,Warrnambool - South
3281,Moyne - East
3281,Warrnambool - North
3282,Moyne - East
3282,Moyne - West
3283,Moyne - West
3284,Moyne - West
3285,Glenelg (Vic.)
3285,Moyne - West
3286,Glenelg (Vic.)
3286,Moyne - West
3287,Moyne - West
3289,Southern Grampians
3289,Moyne - East
3289,Moyne - West
3292,Glenelg (Vic.)
3293,Ararat Region
3293,Southern Grampians
3293,Moyne - East
3294,Ararat Region
3294,Southern Grampians
3300,Hamilton (Vic.)
3300,Southern Grampians
3301,Glenelg (Vic.)
3301,Southern Grampians
3301,Moyne - West
3302,Glenelg (Vic.)
3302,Southern Grampians
3303,Glenelg (Vic.)
3304,Glenelg (Vic.)
3304,Moyne - West
3305,Glenelg (Vic.)
3305,Portland
3309,Glenelg (Vic.)
3310,Glenelg (Vic.)
3311,Glenelg (Vic.)
3312,West Wimmera
3312,Glenelg (Vic.)
3312,Southern Grampians
3314,Southern Grampians
3315,Glenelg (Vic.)
3315,Southern Grampians
3317,West Wimmera
3317,Southern Grampians
3318,West Wimmera
3318,Naracoorte Region
3319,West Wimmera
3321,Golden Plains - South
3321,Winchelsea
3321,Colac Region
3322,Golden Plains - South
3322,Colac Region
3322,Corangamite - North
3323,Corangamite - North
3324,Golden Plains - North
3324,Corangamite - North
3325,Beaufort
3325,Corangamite - North
3328,Golden Plains - South
3329,Golden Plains - South
3329,Colac Region
3330,Golden Plains - South
3331,Bannockburn
3331,Golden Plains - South
3332,Golden Plains - South
3333,Gordon (Vic.)
3333,Golden Plains - South
3334,Gordon (Vic.)
3334,Golden Plains - South
3335,Hillside
3335,Melton
3335,Rockbank - Mount Cottrell
3335,Taylors Hill
3337,Gisborne
3337,Melton
3337,Melton West
3338,Melton South
3338,Wyndham Vale
3340,Bacchus Marsh Region
3340,Lara
3340,Bacchus Marsh
3340,Melton South
3341,Bacchus Marsh Region
3341,Bacchus Marsh
3342,Bacchus Marsh Region
3342,Gordon (Vic.)
3342,Golden Plains - South
3345,Gordon (Vic.)
3350,Alfredton
3350,Ballarat
3350,Ballarat - North
3350,Ballarat - South
3350,Buninyong
3351,Delacombe
3351,Smythes Creek
3351,Beaufort
3351,Golden Plains - North
3351,Golden Plains - South
3351,Ararat Region
3351,Moyne - East
3352,Alfredton
3352,Ballarat - North
3352,Buninyong
3352,Delacombe
3352,Smythes Creek
3352,Wendouree - Miners Rest
3352,Creswick - Clunes
3352,Gordon (Vic.)
3352,Avoca
3352,Beaufort
3352,Golden Plains - North
3352,Golden Plains - South
3352,Corangamite - North
3355,Ballarat
3355,Wendouree - Miners Rest
3356,Alfredton
3356,Ballarat - South
3356,Delacombe
3357,Buninyong
3360,Beaufort
3360,Golden Plains - North
3360,Corangamite - North
3361,Beaufort
3361,Ararat Region
3361,Corangamite - North
3363,Creswick - Clunes
3363,Daylesford
3364,Creswick - Clunes
3364,Daylesford
3364,Gordon (Vic.)
3364,Castlemaine Region
3370,Creswick - Clunes
3370,Maryborough Region
3371,Creswick - Clunes
3371,Avoca
3371,Maryborough Region
3373,Beaufort
3373,Ararat Region
3374,Ararat Region
3374,Stawell
3375,Beaufort
3375,Ararat Region
3377,Avoca
3377,Ararat
3377,Ararat Region
3377,Stawell
3378,Ararat Region
3379,Ararat Region
3379,Moyne - East
3380,Stawell
3381,Ararat Region
3381,Stawell
3384,Avoca
3384,St Arnaud
3384,Stawell
3385,Horsham Region
3385,Stawell
3385,Yarriambiack
3387,St Arnaud
3387,Stawell
3388,St Arnaud
3388,Yarriambiack
3390,Horsham Region
3390,Yarriambiack
3391,Yarriambiack
3392,Yarriambiack
3393,Nhill Region
3393,Yarriambiack
3393,Buloke
3395,Nhill Region
3395,Yarriambiack
3395,Buloke
3396,Yarriambiack
3400,Horsham
3401,Horsham
3401,Horsham Region
3401,Nhill Region
3401,West Wimmera
3401,Yarriambiack
3401,Southern Grampians
3407,Southern Grampians
3409,Horsham Region
3409,West Wimmera
3412,West Wimmera
3413,West Wimmera
3414,Nhill Region
3415,Nhill Region
3418,Nhill Region
3419,Nhill Region
3420,Nhill Region
3423,Nhill Region
3424,Nhill Region
3424,Yarriambiack
3427,Sunbury - South
3427,Melton
3428,Greenvale - Bulla
3429,Gisborne
3429,Sunbury
3429,Sunbury - South
3430,Romsey
3430,Sunbury
3431,Riddells Creek
3431,Sunbury - South
3432,Romsey
3433,Romsey
3434,Riddells Creek
3434,Romsey
3435,Kyneton
3435,Seymour Region
3435,Romsey
3437,Woodend
3437,Gisborne
3437,Macedon
3438,Gisborne
3440,Woodend
3440,Macedon
3441,Macedon
3441,Riddells Creek
3442,Kyneton
3442,Woodend
3442,Romsey
3444,Daylesford
3444,Bendigo Region - South
3444,Castlemaine Region
3444,Heathcote
3444,Kyneton
3444,Seymour Region
3446,Daylesford
3446,Castlemaine Region
3446,Kyneton
3447,Daylesford
3447,Castlemaine Region
3447,Kyneton
3448,Castlemaine Region
3450,Castlemaine
3450,Castlemaine Region
3451,Daylesford
3451,Castlemaine
3451,Castlemaine Region
3453,Bendigo Region - South
3453,Castlemaine Region
3458,Bacchus Marsh Region
3458,Daylesford
3458,Kyneton
3458,Woodend
3460,Daylesford
3461,Daylesford
3461,Gordon (Vic.)
3461,Castlemaine Region
3461,Kyneton
3462,Castlemaine Region
3463,Bendigo Region - South
3463,Castlemaine Region
3463,Loddon
3464,Maryborough Region
3465,Avoca
3465,Maryborough (Vic.)
3465,Maryborough Region
3465,St Arnaud
3467,Avoca
3468,Avoca
3468,Beaufort
3469,Avoca
3469,Beaufort
3472,Maryborough Region
3472,Castlemaine Region
3472,Loddon
3475,Maryborough Region
3475,Loddon
3475,St Arnaud
3477,Avoca
3477,Loddon
3477,St Arnaud
3477,Buloke
3478,Avoca
3478,St Arnaud
3478,Buloke
3480,St Arnaud
3480,Yarriambiack
3480,Buloke
3482,Buloke
3483,Buloke
3485,Yarriambiack
3485,Buloke
3487,Yarriambiack
3487,Buloke
3488,Yarriambiack
3488,Buloke
3489,Yarriambiack
3489,Mildura Region
3490,Wentworth-Balranald Region
3490,Mildura Region
3491,Yarriambiack
3491,Mildura Region
3494,Wentworth-Balranald Region
3494,Mildura Region
3496,Merbein
3496,Mildura Region
3496,Red Cliffs
3498,Wentworth - Buronga
3498,Irymple
3498,Mildura
3500,Merbein
3500,Mildura
3500,Mildura Region
3501,Wentworth - Buronga
3501,Irymple
3501,Mildura
3501,Mildura Region
3505,Wentworth - Buronga
3505,Merbein
3505,Mildura Region
3506,Mildura Region
3507,Mildura Region
3509,Mildura Region
3512,Mildura Region
3515,Bendigo Region - South
3515,Loddon
3516,Bendigo Region - South
3516,Loddon
3517,Loddon
3518,Loddon
3518,Buloke
3520,Loddon
3521,Seymour Region
3522,Seymour Region
3523,Heathcote
3523,Nagambie
3523,Seymour Region
3523,Rushworth
3525,Loddon
3525,Buloke
3527,Loddon
3527,Buloke
3527,Gannawarra
3529,Buloke
3530,Buloke
3531,Buloke
3533,Mildura Region
3533,Buloke
3537,Loddon
3540,Gannawarra
3542,Buloke
3542,Gannawarra
3544,Buloke
3544,Swan Hill Region
3546,Swan Hill Region
3549,Wentworth-Balranald Region
3549,Robinvale
3549,Swan Hill Region
3550,Bendigo
3550,California Gully - Eaglehawk
3550,East Bendigo - Kennington
3550,Flora Hill - Spring Gully
3550,White Hills - Ascot
3551,Maryborough Region
3551,California Gully - Eaglehawk
3551,East Bendigo - Kennington
3551,Maiden Gully
3551,Strathfieldsaye
3551,White Hills - Ascot
3551,Bendigo Region - South
3551,Heathcote
3551,Bendigo Region - North
3551,Loddon
3551,Rushworth
3555,Kangaroo Flat - Golden Square
3555,Maiden Gully
3556,California Gully - Eaglehawk
3556,Maiden Gully
3556,White Hills - Ascot
3556,Bendigo Region - North
3557,Bendigo Region - North
3557,Rushworth
3558,Bendigo Region - North
3558,Rushworth
3559,Bendigo Region - North
3559,Rochester
3559,Rushworth
3561,Kyabram
3561,Lockington - Gunbower
3561,Rochester
3562,Lockington - Gunbower
3563,Lockington - Gunbower
3564,Deniliquin Region
3564,Moama
3564,Echuca
3564,Kyabram
3564,Lockington - Gunbower
3565,Lockington - Gunbower
3566,Lockington - Gunbower
3567,Loddon
3567,Gannawarra
3568,Gannawarra
3570,Bendigo Region - North
3570,Loddon
3571,Bendigo Region - North
3571,Loddon
3572,Loddon
3572,Lockington - Gunbower
3573,Loddon
3573,Lockington - Gunbower
3575,Loddon
3576,Loddon
3579,Deniliquin Region
3579,Loddon
3579,Gannawarra
3579,Kerang
3580,Gannawarra
3581,Gannawarra
3583,Swan Hill Region
3584,Swan Hill Region
3585,Deniliquin Region
3585,Swan Hill
3585,Swan Hill Region
3586,Deniliquin Region
3586,Swan Hill Region
3588,Swan Hill Region
3589,Swan Hill Region
3590,Swan Hill Region
3591,Swan Hill Region
3594,Swan Hill Region
3595,Swan Hill Region
3596,Swan Hill Region
3597,Swan Hill Region
3599,Swan Hill Region
3607,Nagambie
3608,Nagambie
3608,Shepparton Region - West
3610,Euroa
3610,Nagambie
3610,Shepparton Region - East
3610,Shepparton Region - West
3612,Nagambie
3612,Rushworth
3614,Shepparton Region - West
3616,Shepparton Region - West
3617,Shepparton Region - West
3618,Shepparton Region - West
3620,Kyabram
3620,Shepparton Region - West
3621,Kyabram
3622,Kyabram
3622,Rochester
3623,Rushworth
3623,Shepparton Region - West
3624,Rushworth
3629,Mooroopna
3629,Shepparton Region - West
3630,Shepparton - North
3630,Shepparton - South
3630,Shepparton Region - East
3631,Euroa
3631,Shepparton - North
3631,Shepparton - South
3631,Shepparton Region - East
3631,Shepparton Region - West
3633,Shepparton Region - East
3634,Numurkah
3634,Shepparton Region - East
3635,Numurkah
3636,Moira
3636,Numurkah
3637,Numurkah
3638,Numurkah
3639,Deniliquin Region
3639,Moama
3639,Echuca
3639,Numurkah
3640,Numurkah
3641,Numurkah
3644,Tocumwal - Finley - Jerilderie
3644,Cobram
3644,Numurkah
3646,Euroa
3646,Moira
3646,Shepparton Region - East
3647,Shepparton Region - East
3649,Moira
3658,Kilmore - Broadford
3658,Seymour Region
3658,Yea
3658,Wallan
3659,Kilmore - Broadford
3659,Seymour Region
3660,Seymour
3660,Seymour Region
3660,Yea
3662,Seymour Region
3663,Nagambie
3664,Nagambie
3665,Euroa
3665,Nagambie
3666,Alexandra
3666,Euroa
3666,Nagambie
3666,Seymour Region
3669,Euroa
3669,Mansfield (Vic.)
3669,Benalla Region
3669,Shepparton Region - East
3670,Benalla Region
3672,Benalla
3672,Benalla Region
3673,Benalla Region
3673,Wangaratta Region
3675,Benalla Region
3675,Wangaratta Region
3675,Moira
3677,Wangaratta
3677,Wangaratta Region
3678,Wangaratta
3678,Wangaratta Region
3678,Moira
3682,Rutherglen
3682,Wangaratta Region
3683,Chiltern - Indigo Valley
3685,Rutherglen
3685,Wangaratta Region
3685,Chiltern - Indigo Valley
3685,Moira
3687,Rutherglen
3688,Chiltern - Indigo Valley
3690,West Wodonga
3690,Wodonga
3691,Albury - East
3691,Bright - Mount Beauty
3691,Towong
3691,West Wodonga
3691,Wodonga
3691,Yackandandah
3694,Albury - South
3694,Wodonga
3695,Yackandandah
3697,Bright - Mount Beauty
3698,Bright - Mount Beauty
3699,Bright - Mount Beauty
3700,Towong
3700,Yackandandah
3701,Towong
3701,Bruthen - Omeo
3704,Towong
3705,Towong
3707,Tumbarumba
3707,Towong
3708,Towong
3709,Albury Region
3709,Tumbarumba
3709,Towong
3711,Alexandra
3712,Alexandra
3713,Alexandra
3713,Mansfield (Vic.)
3714,Alexandra
3714,Yea
3715,Mansfield (Vic.)
3717,Yea
3718,Alexandra
3718,Yea
3719,Alexandra
3719,Mansfield (Vic.)
3720,Mansfield (Vic.)
3722,Mansfield (Vic.)
3723,Mansfield (Vic.)
3723,Benalla Region
3723,Wangaratta Region
3725,Benalla Region
3726,Benalla Region
3727,Moira
3728,Moira
3730,Moira
3730,Yarrawonga
3732,Wangaratta Region
3733,Wangaratta Region
3735,Wangaratta Region
3737,Bright - Mount Beauty
3737,Myrtleford
3737,Yackandandah
3738,Myrtleford
3739,Myrtleford
3740,Bright - Mount Beauty
3740,Myrtleford
3741,Bright - Mount Beauty
3744,Bright - Mount Beauty
3746,Wangaratta Region
3747,Wangaratta Region
3747,Beechworth
3749,Yackandandah
3750,Epping
3750,South Morang
3751,Epping
3751,Whittlesea
3752,Mill Park - North
3752,South Morang
3753,Wallan
3753,Whittlesea
3754,Hurstbridge
3754,Panton Hill - St Andrews
3754,South Morang
3755,Panton Hill - St Andrews
3755,Whittlesea
3756,Wallan
3756,Romsey
3757,Kinglake
3757,Whittlesea
3758,Wallan
3759,Panton Hill - St Andrews
3760,Panton Hill - St Andrews
3761,Panton Hill - St Andrews
3762,Wallan
3762,Romsey
3763,Kinglake
3763,Panton Hill - St Andrews
3764,Kilmore - Broadford
3764,Seymour Region
3764,Romsey
3765,Montrose
3765,Mooroolbark
3765,Mount Dandenong - Olinda
3766,Montrose
3766,Mount Dandenong - Olinda
3766,Mount Evelyn
3767,Mount Dandenong - Olinda
3770,Healesville - Yarra Glen
3770,Lilydale - Coldstream
3770,Wandin - Seville
3775,Panton Hill - St Andrews
3775,Healesville - Yarra Glen
3777,Kinglake
3777,Healesville - Yarra Glen
3777,Yarra Valley
3778,Alexandra
3779,Alexandra
3781,Emerald - Cockatoo
3782,Monbulk - Silvan
3782,Mount Dandenong - Olinda
3782,Emerald - Cockatoo
3783,Emerald - Cockatoo
3785,Mount Dandenong - Olinda
3786,Mount Dandenong - Olinda
3787,Boronia - The Basin
3787,Mount Dandenong - Olinda
3788,Monbulk - Silvan
3788,Mount Dandenong - Olinda
3789,Mount Dandenong - Olinda
3791,Mount Dandenong - Olinda
3792,Monbulk - Silvan
3792,Mount Dandenong - Olinda
3793,Monbulk - Silvan
3793,Mount Dandenong - Olinda
3795,Monbulk - Silvan
3795,Mount Dandenong - Olinda
3796,Mount Evelyn
3796,Wandin - Seville
3797,Yarra Valley
3799,Upper Yarra Valley
3799,Yarra Valley
3800,Clayton
3802,Endeavour Hills
3803,Hallam
3803,Narre Warren North
3804,Belgrave - Selby
3804,Narre Warren North
3805,Berwick - South
3805,Narre Warren
3805,Narre Warren South
3806,Berwick - North
3806,Berwick - South
3806,Narre Warren North
3807,Beaconsfield - Officer
3807,Berwick - South
3808,Beaconsfield - Officer
3808,Emerald - Cockatoo
3809,Beaconsfield - Officer
3809,Koo Wee Rup
3810,Bunyip - Garfield
3810,Emerald - Cockatoo
3810,Koo Wee Rup
3810,Pakenham - North
3810,Pakenham - South
3812,Bunyip - Garfield
3812,Emerald - Cockatoo
3813,Bunyip - Garfield
3814,Bunyip - Garfield
3815,Bunyip - Garfield
3816,Drouin
3816,Bunyip - Garfield
3816,Koo Wee Rup
3818,Drouin
3818,Mount Baw Baw Region
3818,Warragul
3820,Warragul
3821,Mount Baw Baw Region
3821,Trafalgar (Vic.)
3821,Warragul
3822,Trafalgar (Vic.)
3822,Warragul
3823,Trafalgar (Vic.)
3823,Warragul
3824,Trafalgar (Vic.)
3825,Mount Baw Baw Region
3825,Trafalgar (Vic.)
3825,Moe - Newborough
3825,Yallourn North - Glengarry
3831,Mount Baw Baw Region
3832,Mount Baw Baw Region
3833,Mount Baw Baw Region
3833,Yarra Valley
3835,Trafalgar (Vic.)
3835,Leongatha
3840,Churchill
3840,Morwell
3842,Churchill
3844,Churchill
3844,Traralgon
3844,Yallourn North - Glengarry
3844,Rosedale
3844,Yarram
3847,Rosedale
3847,Yarram
3850,Longford - Loch Sport
3850,Maffra
3850,Sale
3851,Longford - Loch Sport
3851,Maffra
3851,Rosedale
3851,Sale
3851,Yarram
3852,Longford - Loch Sport
3854,Yallourn North - Glengarry
3854,Rosedale
3856,Yallourn North - Glengarry
3856,Rosedale
3857,Yallourn North - Glengarry
3857,Maffra
3857,Rosedale
3858,Alps - West
3858,Maffra
3858,Rosedale
3859,Maffra
3860,Maffra
3862,Bruthen - Omeo
3862,Alps - West
3862,Longford - Loch Sport
3862,Maffra
3864,Bruthen - Omeo
3865,Bruthen - Omeo
3869,Churchill
3870,Leongatha
3870,Churchill
3870,Yarram
3871,Trafalgar (Vic.)
3871,Foster
3871,Leongatha
3871,Churchill
3873,Rosedale
3873,Yarram
3874,Yarram
3875,Bairnsdale
3875,Bruthen - Omeo
3875,Paynesville
3878,Bairnsdale
3878,Paynesville
3880,Paynesville
3880,Longford - Loch Sport
3882,Bruthen - Omeo
3885,Bruthen - Omeo
3885,Orbost
3886,Orbost
3887,Lakes Entrance
3887,Orbost
3888,Orbost
3889,Orbost
3890,Orbost
3891,Orbost
3892,Orbost
3893,Bruthen - Omeo
3893,Orbost
3895,Bruthen - Omeo
3896,Bruthen - Omeo
3898,Bright - Mount Beauty
3898,Bruthen - Omeo
3900,Bruthen - Omeo
3902,Bruthen - Omeo
3903,Bruthen - Omeo
3903,Lakes Entrance
3904,Lakes Entrance
3909,Lakes Entrance
3909,Orbost
3910,Langwarrin
3911,Langwarrin
3911,Somerville
3912,Pearcedale - Tooradin
3912,Somerville
3913,Somerville
3915,Flinders
3915,Hastings - Somers
3916,Flinders
3918,Hastings - Somers
3919,Hastings - Somers
3920,Hastings - Somers
3921,French Island
3922,Phillip Island
3923,Phillip Island
3925,Phillip Island
3925,Wonthaggi - Inverloch
3926,Flinders
3926,Hastings - Somers
3927,Hastings - Somers
3928,Flinders
3929,Flinders
3930,Mount Eliza
3931,Mornington
3933,Somerville
3934,Mount Martha
3936,Dromana
3936,Rosebud - McCrae
3937,Flinders
3938,Rosebud - McCrae
3939,Flinders
3939,Point Nepean
3939,Rosebud - McCrae
3940,Rosebud - McCrae
3941,Point Nepean
3942,Point Nepean
3943,Point Nepean
3944,Point Nepean
3945,Korumburra
3945,Wonthaggi - Inverloch
3946,Korumburra
3950,Korumburra
3950,Leongatha
3951,Korumburra
3951,Leongatha
3953,Trafalgar (Vic.)
3953,Korumburra
3953,Leongatha
3954,Leongatha
3956,Foster
3956,Leongatha
3957,Foster
3958,Foster
3959,Foster
3960,Foster
3960,Wilsons Promontory
3962,Foster
3962,Yarram
3964,Foster
3965,Foster
3966,Foster
3966,Yarram
3967,Foster
3967,Yarram
3971,Yarram
3975,Lynbrook - Lyndhurst
3975,Dandenong
3976,Hampton Park - Lynbrook
3977,Cranbourne
3977,Cranbourne East
3977,Cranbourne North
3977,Cranbourne South
3977,Cranbourne West
3977,Narre Warren South
3977,Pearcedale - Tooradin
3977,Skye - Sandhurst
3978,Koo Wee Rup
3978,Cranbourne East
3978,Cranbourne South
3979,Wonthaggi - Inverloch
3980,Koo Wee Rup
3980,Pearcedale - Tooradin
3981,Drouin
3981,Bunyip - Garfield
3981,Koo Wee Rup
3984,Korumburra
3984,Wonthaggi - Inverloch
3984,Koo Wee Rup
3987,Korumburra
3987,Koo Wee Rup
3988,Drouin
3988,Warragul
3988,Korumburra
3990,Wonthaggi - Inverloch
3991,Wonthaggi - Inverloch
3992,Wonthaggi - Inverloch
3995,Wonthaggi - Inverloch
3996,Foster
3996,Wonthaggi - Inverloch
4000,Brisbane City
4000,Fortitude Valley
4000,Spring Hill
4000,Red Hill (Qld)
4005,New Farm
4005,Newstead - Bowen Hills
4006,Fortitude Valley
4006,New Farm
4006,Spring Hill
4006,Kelvin Grove - Herston
4006,Newstead - Bowen Hills
4006,Windsor
4007,Albion
4007,Ascot
4007,Clayfield
4007,Hamilton (Qld)
4007,Hendra
4008,Brisbane Airport
4008,Eagle Farm - Pinkenba
4009,Brisbane Airport
4009,Eagle Farm - Pinkenba
4009,Nudgee - Banyo
4009,Hamilton (Qld)
4009,Hendra
4010,Albion
4010,Windsor
4010,Wooloowin - Lutwyche
4011,Albion
4011,Ascot
4011,Clayfield
4011,Hendra
4011,Wooloowin - Lutwyche
4012,Chermside
4012,Geebung
4012,Kedron - Gordon Park
4012,Wavell Heights
4012,Nundah
4012,Clayfield
4013,Northgate - Virginia
4013,Nundah
4014,Wavell Heights
4014,Northgate - Virginia
4014,Nudgee - Banyo
4017,Bracken Ridge
4017,Brighton (Qld)
4017,Deagon
4017,Sandgate - Shorncliffe
4018,Taigum - Fitzgibbon
4019,Clontarf
4019,Margate - Woody Point
4019,Redcliffe
4019,Rothwell - Kippa-Ring
4020,Redcliffe
4020,Rothwell - Kippa-Ring
4020,Scarborough - Newport
4021,Rothwell - Kippa-Ring
4022,Deception Bay
4022,Rothwell - Kippa-Ring
4025,Redland Islands
4029,Kelvin Grove - Herston
4030,Clayfield
4030,Grange
4030,Wilston
4030,Windsor
4030,Wooloowin - Lutwyche
4031,Kedron - Gordon Park
4031,Wavell Heights
4031,Wooloowin - Lutwyche
4032,Aspley
4032,Chermside
4032,Chermside West
4032,Kedron - Gordon Park
4032,Stafford Heights
4032,Wavell Heights
4034,Bridgeman Downs
4034,Carseldine
4034,Aspley
4034,Chermside West
4034,Geebung
4034,Boondall
4034,Deagon
4034,Taigum - Fitzgibbon
4034,Zillmere
4035,Bridgeman Downs
4035,Carseldine
4035,McDowall
4035,Albany Creek
4036,Bald Hills
4036,Bracken Ridge
4037,Eatons Hill
4037,Samford Valley
4051,Everton Park
4051,Enoggera
4051,Mitchelton
4051,Alderley
4051,Grange
4051,Newmarket
4051,Wilston
4051,Windsor
4051,Ashgrove
4053,Bridgeman Downs
4053,Everton Park
4053,McDowall
4053,Kedron - Gordon Park
4053,Stafford
4053,Stafford Heights
4053,Keperra
4053,Mitchelton
4053,Alderley
4053,Grange
4053,Hills District
4054,Keperra
4054,Mitchelton
4054,Hills District
4055,Keperra
4055,Upper Kedron - Ferny Grove
4055,Albany Creek
4055,Hills District
4055,Samford Valley
4059,Brisbane City
4059,Kelvin Grove - Herston
4059,Paddington - Milton
4059,Red Hill (Qld)
4060,Enoggera
4060,Alderley
4060,Ashgrove
4060,Bardon
4061,Keperra
4061,The Gap
4061,Ashgrove
4064,Bardon
4064,Paddington - Milton
4064,Red Hill (Qld)
4065,Ashgrove
4065,Auchenflower
4065,Bardon
4065,Paddington - Milton
4065,Red Hill (Qld)
4066,Taringa
4066,Auchenflower
4066,Bardon
4066,Paddington - Milton
4066,Toowong
4067,St Lucia
4068,Chapel Hill
4068,Chelmer - Graceville
4068,Indooroopilly
4068,St Lucia
4068,Taringa
4068,Toowong
4069,Brookfield - Kenmore Hills
4069,Chapel Hill
4069,Fig Tree Pocket
4069,Kenmore
4069,Pinjarra Hills - Pullenvale
4069,Indooroopilly
4070,Bellbowrie - Moggill
4070,Pinjarra Hills - Pullenvale
4070,Karalee - Barellan Point
4072,St Lucia
4073,Seventeen Mile Rocks - Sinnamon Park
4074,Jindalee - Mount Ommaney
4074,Middle Park - Jamboree Heights
4074,Riverhills
4074,Seventeen Mile Rocks - Sinnamon Park
4074,Westlake
4074,Darra - Sumner
4075,Seventeen Mile Rocks - Sinnamon Park
4075,Chelmer - Graceville
4075,Corinda
4075,Sherwood
4075,Darra - Sumner
4075,Durack
4075,Oxley (Qld)
4076,Darra - Sumner
4076,Inala - Richlands
4076,Wacol
4077,Pallara - Willawong
4077,Durack
4077,Forest Lake - Doolandella
4077,Inala - Richlands
4078,Pallara - Willawong
4078,Forest Lake - Doolandella
4101,Fairfield - Dutton Park
4101,Highgate Hill
4101,South Brisbane
4101,West End
4102,Fairfield - Dutton Park
4102,Greenslopes
4102,Woolloongabba
4102,Highgate Hill
4102,South Brisbane
4102,East Brisbane
4103,Annerley
4103,Fairfield - Dutton Park
4103,Yeronga
4103,Moorooka
4103,Tarragindi
4104,Yeronga
4105,Annerley
4105,Yeronga
4105,Moorooka
4105,Tarragindi
4106,Rocklea - Acacia Ridge
4106,Corinda
4107,Coopers Plains
4107,Moorooka
4107,Salisbury - Nathan
4108,Coopers Plains
4108,Robertson
4108,Rocklea - Acacia Ridge
4108,Sunnybank
4109,Macgregor (Qld)
4109,Upper Mount Gravatt
4109,Coopers Plains
4109,Robertson
4109,Runcorn
4109,Sunnybank
4109,Sunnybank Hills
4110,Algester
4110,Pallara - Willawong
4110,Parkinson - Drewvale
4110,Rocklea - Acacia Ridge
4110,Sunnybank Hills
4110,Forest Lake - Doolandella
4111,Salisbury - Nathan
4112,Kuraby
4112,Runcorn
4113,Eight Mile Plains
4113,Kuraby
4113,Runcorn
4113,Sunnybank
4114,Kingston
4114,Logan Central
4114,Slacks Creek
4114,Woodridge
4115,Algester
4115,Calamvale - Stretton
4115,Parkinson - Drewvale
4115,Sunnybank Hills
4116,Calamvale - Stretton
4116,Parkinson - Drewvale
4116,Sunnybank Hills
4117,Calamvale - Stretton
4117,Browns Plains
4117,Logan Central
4118,Boronia Heights - Park Ridge
4118,Browns Plains
4118,Hillcrest
4118,Marsden
4118,Regents Park - Heritage Park
4119,Rochedale South - Priestdale
4119,Underwood
4120,Annerley
4120,Coorparoo
4120,Greenslopes
4120,Holland Park
4120,Woolloongabba
4120,Tarragindi
4121,Annerley
4121,Holland Park
4121,Holland Park West
4121,Mount Gravatt
4121,Moorooka
4121,Tarragindi
4122,Carina Heights
4122,Carindale
4122,Macgregor (Qld)
4122,Mansfield (Qld)
4122,Mount Gravatt
4122,Upper Mount Gravatt
